,abstract,Tags
794,"lecture give french philosopher gilles deleuze the university paris 8 , 27 april 1982. be lecture 16 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, albert lautman, audio recording, bernhard riemann, deleuze recordings, deleuze seminars, ethics, film, georges canguilhem, gilles deleuze, isaac newton, mathematics, motion pictures, philosophy, the enlightenment"
795,"lecture give french philosopher gilles deleuze the university paris 8 , 11 may 1982. be lecture 18 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, audio recording, burlesque, buster keaton, charlie chaplin, deleuze recordings, deleuze seminars, film, french new wave, gilles deleuze, harold lloyd, jacques tati, motion pictures, philosophy, roberto rossellini, sensory-motor, the cliché-image"
796,"lecture give french philosopher gilles deleuze the university paris 8 , 01 june 1982. be lecture 21 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, audio recording, charles sanders peirce, cinematography, deleuze recordings, deleuze seminars, gilles deleuze, motion pictures, ontology, philosophy, semiotics"
797,"lecture give french philosopher gilles deleuze the university paris 8 , 04 may 1982. be lecture 17 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, audio recording, cinematography, deleuze recordings, deleuze seminars, gilles deleuze, john cassavetes, john dos passos, martin scorsese, motion pictures, philosophy, philosophy and literature, post-war cinema, sidney lumet, the american dream, the cliché-image, the novel, woody allen"
798,"february 06 , 2016 , magnitude 6.7 earthquake occur meinong , taiwan . reconnaissance effort conduct reinforce concrete structure around tainan city and this database contain result this survey .","2016 taiwan earthquake, building performance, civil engineering, datacenterhub, earthquake, earthquake damage, high-rise buildings, masonry infill, meinong, priority index, reinforced concrete, structural engineering, tainan, taiwan"
799,"lecture give french philosopher gilles deleuze the university paris 8 , 17 november 1981. be lecture 2 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, albert einstein, audio recording, consciousness, deleuze recordings, deleuze seminars, duration, erich von stroheim, gilles deleuze, henri bergson, motion pictures, philosophy, philosophy of science, real time, the open, theory of relativity"
800,"lecture give french philosopher gilles deleuze the university paris 8 , 24 november 1981. be lecture 3 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, abel gance, audio recording, cinematography, deleuze recordings, deleuze seminars, duration, f.w. murnau, gilles deleuze, henri bergson, jean epstein, motion pictures, philosophy, sergei eisenstein"
801,"lecture give french philosopher gilles deleuze the university paris 8 , 12 january 1982. be lecture 6 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, audio recording, cinematography, consciousness, deleuze recordings, deleuze seminars, film, gilles deleuze, henri bergson, motion pictures, philosophy, philosophy and literature, photography, pier paolo pasolini"
802,"lecture give french philosopher gilles deleuze the university paris 8 , 18 may 1982. be lecture 19 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, audio recording, deleuze recordings, deleuze seminars, gilles deleuze, henri bergson, motion pictures, orson welles, philosophy, sensory-motor, time"
803,"lecture give french philosopher gilles deleuze the university paris 8 , 25 may 1982. be lecture 20 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, audio recording, cinematography, deleuze recordings, deleuze seminars, federico fellini, gilles deleuze, henri bergson, jean-luc godard, jean-marie straub, motion pictures, philosophy, roberto rossellini, sensory-motor, time"
804,"lecture give french philosopher gilles deleuze the university paris 8 , 23 february 1982. be lecture 10 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, alfred hitchcock, audio recording, cinematography, deleuze recordings, deleuze seminars, film, franz kafka, gilles deleuze, ingmar bergman, josef von sternberg, motion pictures, philosophy, philosophy and literature, philosophy of technology, wim wenders"
805,"lecture give french philosopher gilles deleuze the university paris 8 , 19 january 1982. be lecture 7 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, annette michelson, audio recording, cinematography, deleuze recordings, deleuze seminars, dziga vertov, film, george landow, gilles deleuze, henri bergson, jean grémillon, jean mitry, jean vigo, joachim gasquet, john ford, joris ivens, joseph losey, motion pictures, paul cézanne, perception, philosophy, philosophy and literature, pier paolo pasolini, sergei eisenstein, stan brakhage, walter ruttmann"
806,"lecture give french philosopher gilles deleuze the university paris 8 , 17 april 1984. be lecture 16 a 22-lecture seminar deleuze teach november 1983 june 1984 .","20th century french philosophy, arthur rimbaud, audio recording, cogito, deleuze recordings, deleuze seminars, film studies (motion pictures), gilles deleuze, immanuel kant, philosophy, rené descartes, the time-image, time"
807,database elevational distribution nonnative plant across 11 mountains china,"biodiversity, elevation gradient, forestry and natural resources, invasive plants"
808,dataset contain data 312 earthquake simulations rock block various aspect ratios size .,"civil engineering, concrete block, datacenterhub, design, dynamic scheduling, earthquake, earthquake simulation, energy stability, overturn, rock, rocking structure"
809,"instructional video an outcome jtrp project spr-4006 , focus the development a pay item measurement ( pim ) toolkit .","civil engineering, construction, image processing, pay items"
810,"lecture give french philosopher gilles deleuze the university paris 8 , 31 march 1981. be lecture 14 a 14-lecture seminar deleuze teach december 1980 march 1981 .","20th century french philosophy, audio recording, baruch spinoza, consciousness, deleuze recordings, deleuze seminars, epistemology, ethics, geometry, gilles deleuze, ontology, philosophy"
811,"lecture give french philosopher gilles deleuze the university paris 8 , 31 march 1981. be lecture 1 an 8-lecture seminar deleuze teach march june 1981 .","20th century french philosophy, aesthetics, art history, audio recording, color theory, deleuze recordings, deleuze seminars, francis bacon, gilles deleuze, immanuel kant, j.m.w. turner, joachim gasquet, lucrece, paint, paul cézanne, paul claudel, paul klee, philosophy, philosophy and literature, vincent van gogh"
812,"instructional video an outcome jtrp project spr-4006 , focus the development a pay item measurement ( pim ) toolkit .","civil engineering, construction, image processing, pay items"
813,"instructional video an outcome jtrp project spr-4006 , focus the development a pay item measurement ( pim ) toolkit .","civil engineering, construction, image processing, pay items"
814,questionnaire data 1167 undergraduate nurse engineer students describe cognitive complexity motivations learn .,"cognitive complexity, motivation to learn, nurse, survey, undergraduate education"
815,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the wilmeth active learn center .","active learning center construction, alc construction, building construction, civil engineering, enadalc, purdue university, walc, wilmeth active learning center"
816,"study competition among seven well-studied neuronal proteins their common bind partner , calmodulin . find competition narrow shift range which proteins be activate .","biomedical engineering, calcineurin, calmodulin, computational biology, mathematica, signal transduction"
817,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run a modify version dump1090 software a portable configuration .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
818,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run a modify version dump1090 software .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
819,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run modify version dump1090 software use a 1090 mhz fix antenna .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
820,"lecture give french philosopher gilles deleuze the university paris 8 , 29 april 1986. be lecture 21 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, alfred jarry, ancient greeks, andré haudricourt, audio recording, deleuze recordings, deleuze seminars, ernest renan, german romanticism, gilles deleuze, g.w.f. hegel, immanence, jean beaufret, jean-pierre vernant, louis hédin, marcel detienne, martin heidegger, maurice blanchot, metaphysics, michel foucault, michel leiris, pataphysics, philosophy, philosophy and literature, pierre vidal-naquet, plato, raymond roussel, rené descartes, subjectivity, temporality, the fold, the outside, transcendence"
821,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run modify version dump1090 software use a 1090 mhz fix antenna .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
822,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run modify version dump1090 software use a 1090 mhz fix antenna .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
823,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run modify version dump1090 software use a 1090 mhz fix antenna .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
824,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run modify version dump1090 software use a 1090 mhz fix antenna .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
825,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run modify version dump1090 software use a 1090 mhz fix antenna .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
826,data obtain software-defined radio receiver ( sdr ) raspberry pi single-board computer run modify version dump1090 software use a 1090 mhz fix antenna .,"aircraft, airport, aviation, aviation technology, civil engineering, count, position"
827,"be video-fmri dataset subject 1 ( three ) acquire the laboratory of integrate brain image ( libi ) ,","biomedical engineering, deep learning, fmri, libi, natural vision, neural decoding, neural encoding, neuroscience"
828,be video-fmri dataset subject 2 ( three ) acquire the laboratory of integrate brain image ( libi ) .,"biomedical engineering, deep learning, fmri, libi, natural vision, neural decoding, neural encoding, neuroscience"
829,be video-fmri dataset subject 3 ( three ) acquire the laboratory of integrate brain image ( libi ) .,"biomedical engineering, deep learning, fmri, libi, movie stimuli, natural vision, neural decoding, neural encoding, neuroscience"
830,be video-fmri dataset contain videos stimuli acquire the laboratory integrate brain image ( libi ) .,"biomedical engineering, deep learning, fmri, libi, movie stimuli, natural vision, neural decoding, neural encoding, neuroscience"
831,be video-fmri dataset contain videos stimuli acquire the laboratory integrate brain image ( libi ) .,"biomedical engineering, deep learning, fmri, libi, natural vision, neural decoding, neural encoding, neuroscience"
832,support raw data figure 1 - 5 stegeman r. et al . ( 2016 ) . spliceosomal protein sf3b5 a novel component drosophila saga function gene expression independent splice . journal molecular biology . pmid : 27185460 .,"biochemistry, drosophila, gene expression, saga, splice, transcription"
833,document include main source code ( matlab python ) relate our study .,"biomedical engineering, deep learning, fmr1, libi, matlab, natural vision, neural decoding, neural encoding, neuroscience, python code, source code"
834,document include main source code ( matlab python ) relate our study .,"biomedical engineering, deep learning, fmr1, libi, matlab, natural vision, neural decoding, neural encoding, neuroscience, python code, source code"
835,support microscopy image fig 1 chen et al . ( 2017 ) . & quot ; cytochrome b5 protect photoreceptors light stress-induced lipid peroxidation retinal degeneration & quot ;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration"
836,support confocal microscopy image fig 2 fig 5 chen et al . ( 2017 ) . & quot ; cytochrome b5 protect photoreceptors light stress-induced lipid peroxidation retinal degeneration & quot ;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration"
837,support electron microscopy image fig 3 ( part 1 ) chen et al . ( 2017 ) . & quot ; cytochrome b5 protect photoreceptors light stress-induced lipid peroxidation retinal degeneration & quot ;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration"
838,support electron microscopy image fig 3 ( part 2 ) chen et al . ( 2017 ) . & quot ; cytochrome b5 protect photoreceptors light stress-induced lipid peroxidation retinal degeneration & quot ;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration"
839,support confocal electron microscopy image fig 4 chen et al . ( 2017 ) . & quot ; cytochrome b5 protect photoreceptors light stress-induced lipid peroxidation retinal degeneration & quot ;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration"
840,support confocal microscopy image ros assay fig 6 chen et al . ( 2017 ) . & quot ; cytochrome b5 protect photoreceptors light stress-induced lipid peroxidation retinal degeneration & quot ;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration"
841,support data supplemental figure fig . s1 - fig . s6 chen et al . ( 2017 ) . & quot ; cytochrome b5 protect photoreceptors light stress-induced lipid peroxidation retinal degeneration & quot ;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration"
842,"video-fmri dataset acquire the laboratory integrate brain image ( libi , https : //engineering.purdue.edu/libi ) purdue university .","biomedical engineering, fmri, intra-subject reproducibility, libi, movie stimuli, natural vision, neuroscience"
843,confocal microscopy image chen et al . ( 2017 ) . hardwarex . & quot ; programmable optical stimulator the drosophila eye & quot ; 13-33 .,"biochemistry, blue light, drosophila, lipid peroxidation, optical stimulator, phototoxicity, retinal degeneration"
844,cytochrome-b5 protect photoreceptors blue light-induced lipid peroxidation retinal degeneration . support data chen et al . hardwarex npj age mechanisms disease article provide .,"biochemistry, blue light, drosophila, lipid peroxidation, optical stimulator, oxidative stress, phototoxicity, retinal degeneration"
845,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =-log ( 1-a * exp ( -|x| ) ) [ -inf , inf ] , = 1/2","binet weight function, computer science, mathematics, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
846,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =log^2 ( 1-a * exp ( -|x| ) ) [ -inf , inf ] , = 1/2","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
847,"32-digit value the first 100 recurrence coefficients the half-range generalize binet weight function w ( x ) =-log ( 1-a * exp ( -x ) ) [ 0 , inf ] , = 1/2","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
848,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =log^2 ( 1-exp ( -x ) ) [ 0 , inf ]","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
849,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =log^2 ( 1-a * exp ( -x ) ) [ 0 , inf ] , = 1/2","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
850,"lecture give french philosopher gilles deleuze the university paris 8 , 09 december 1980. be lecture 2 a 14-lecture seminar deleuze teach december 1980 march 1981 .","20th century french philosophy, audio recording, baruch spinoza, cicero, deleuze recordings, deleuze seminars, ethics, friedrich nietzsche, gilles deleuze, natural law theory, natural right theory, nicholas of cusa, ontology, philosophy, philosophy of power, political philosophy, social contract theory, thomas hobbes"
851,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =x^mu * exp ( -x^nu ) [ 0 , inf ] , mu=0 , nu=6","computer science, freud weight function, mathematics, matlab, orthogonal polynomials, walter gautschi archives, weight functions"
852,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =x^mu * exp ( -x^nu ) [ 0 , inf ] , mu=0 , nu=8","computer science, freud weight function, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
853,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =x^mu * exp ( -x^nu ) [ 0 , inf ] , mu=0 , nu=10","computer science, freud weight function, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
854,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =-log ( 1-exp ( -|x| ) ) [ -c , c ] , c=1","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
855,"32-digit value the first 100 recurrence coefficients the weight function w ( x ) =-log ( 1-exp ( -|x| ) ) [ -c , c ] , c=1","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions"
856,support raw data figure 1 - 5 supplemental figure hall et al . ( 2017 ) transcriptome profile age drosophila photoreceptors reveal gene expression trend correlate visual senescence . bmc genomics .,"age, biochemistry, drosophila, eye, gene expression profiling, photoreceptors, rna_seq, transcription, transcriptome"
857,"lecture give french philosopher gilles deleuze the university paris 8 , 26 january 1982. be lecture 8 a 21-lecture seminar deleuze teach november 1981 june 1982 .","20th century french philosophy, annette michelson, audio recording, cinematography, deleuze recordings, deleuze seminars, d.w. griffith, george landow, gilles deleuze, henri bergson, michelangelo antonioni, motion pictures, perception, philosophy, photography, rené descartes, sergei eisenstein"
858,"vegetation soil data fia program , include vegetation attribute soil forest floor attribute 288 permanent plot across the eastern usa","forest ecology, forestry and natural resources, invasive species, mycorrhizal"
859,"dataset contain image descriptions domestic amphoras form rough cilicia survey pottery study collection , collection more 300 useful diagnostic sherds the commonly observe form the region .","amphoras, ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey"
860,support data accident project failure analysis .,"accident, aeronautics and astronautics engineering, causal analysis, project failure, systems engineering failures"
861,"aim forest ecosystems the unite state ( us ) face major challenge as climate change , exotic invasion , fragmentation . be widely believe forest composition the eastern us transition shade-intolerant , ...","fire tolerance, forest ecology, forestry and natural resources, mesophication, shade tolerance"
862,"lecture give french philosopher gilles deleuze the university paris 8 , 07 january 1986. be lecture 9 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, andré gide, audio recording, claude lévi-strauss, deleuze recordings, deleuze seminars, émile durkheim, félix guattari, friedrich nietzsche, gabriel tarde, gilles deleuze, immanuel kant, jean genet, knowledge-power, mario tronti, marxism, may 1968, michel foucault, microphysics of power, milovan djilas, philosophy, philosophy of power, political struggle, prisons, raymond roussel, resistance movements, sociology, subjectivity, surrealism, the black panthers"
863,"lecture give french philosopher gilles deleuze the university paris 8 , 21 january 1986. be lecture 11 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, ancient greece, audio recording, cinema, deleuze recordings, deleuze seminars, friedrich nietzsche, gilles deleuze, greek philosophy, knowledge-power, marcel proust, markov chains, mathematics, michel foucault, philosophy, philosophy and literature, philosophy of power, plato, sexuality, stéphane mallarmé"
864,"lecture give french philosopher gilles deleuze the university paris 8 , 22 april 1986. be lecture 20 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, antonin artaud, audio recording, deleuze recordings, deleuze seminars, gilles deleuze, greek philosophy, interiority and exteriority, martin heidegger, maurice blanchot, michel foucault, philosophy, philosophy and literature, psychoanalysis, raymond roussel, the fold, the outside"
865,"lecture give french philosopher gilles deleuze the university paris 8 , 27 may 1980. be lecture 1 a 2-lecture seminar deleuze teach may june 1980 .","20th century french philosophy, audio recording, baruch spinoza, cartography, deleuze recordings, deleuze seminars, fascism, flow, f. scott fitzgerald, gilles deleuze, karl jaspers, leopold von sacher-masoch, lev shestov, lines of flight, music, philosophy, philosophy and literature, process, psychiatry, psychoanalysis, schizophrenia, søren kierkegaard, the clinic, totalitarianism"
866,"lecture give french philosopher gilles deleuze the university paris 8 , 03 june 1980. be lecture 2 a 2-lecture seminar deleuze teach may june 1980 .","20th century french philosophy, audio recording, deleuze recordings, deleuze seminars, émile benveniste, ethics, franz kafka, geoanalysis, gilles deleuze, g.w.f. hegel, g.w. leibniz, joë bousquet, lines of flight, linguistics, maurice blanchot, philosophy, philosophy and literature, philosophy of the event, pierre janet, psychoanalysis, the phenomenology of spirit"
867,fmri dataset include original stimuli the bold fmri responses a musical imagery study .,"biomedical engineering, fmri, inter-session functional connectivity, intra-subject reproducibility, music  imagery, neuroscience"
868,data reproduce figure movies the paper & quot ; topographic degradation impact cratering airless body dominate diffusive erosion distal ejecta. & quot ;,"eaps, planetary science"
869,"lecture give french philosopher gilles deleuze the university paris 8 , 29 january 1985. be lecture 11 a 26-lecture seminar deleuze teach october 1984 june 1985 .","20th century french philosophy, alexandre kojève, alexandre koyré, audio recording, bertolt brecht, cinematography, consciousness, deleuze recordings, deleuze seminars, eric weil, film studies (motion pictures), french hegelians, georges bataille, gestus acting technique, gilles deleuze, g.w.f. hegel, jean-luc godard, marquis de sade, phenomenology, philosophy, photography, raymonde carasco, roland barthes, serge daney, sergei eisenstein, subjectivity, theater, time"
870,"lecture give french philosopher gilles deleuze the university paris 8 , 27 may 1986. be lecture 25 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, audio recording, concept creation, deleuze recordings, deleuze seminars, gilles deleuze, michel foucault, music, philosophy, philosophy and literature, pierre boulez, stéphane mallarmé, the fold, thomas de quincey"
871,"lecture give french philosopher gilles deleuze the university paris 8 , 04 march 1986. be lecture 14 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, audio recording, baruch spinoza, classical thought, deleuze recordings, deleuze seminars, economics, friedrich nietzsche, general grammar, gilles deleuze, immanuel kant, infinity, linguistics, ludwig feuerbach, mercantilism, michel foucault, philosophy, the kantian revolution"
872,database contain image be use train test our text detection localization algorithm .,"complexity theory, electrical and computer engineering, feature extraction, low complexity sign detection, object detection, outdoor sign detection, outdoor sign translation, text detection, text localization method, text segmentation"
873,"lecture give french philosopher gilles deleuze the university paris 8 , 11 march 1986. be lecture 15 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, adam smith, audio recording, capital, david ricardo, deleuze recordings, deleuze seminars, economics, friedrich engels, friedrich schlegel, genetic codes, georges cuvier, german romanticism, gilles deleuze, grammar, karl marx, labor, life, linguistics, michel foucault, philosophy, the birth of the clinic, the fold"
874,"dataset contain image descriptions import amphoras form rough cilicia survey pottery study collection , collection more 300 useful diagnostic sherds the commonly observe form the region .","ancient greece, archaeological survey, archaeology, classical studies, imported amphoras, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey"
875,"dataset contain image descriptions fineware form rough cilicia survey pottery study collection , collection more 300 useful diagnostic sherds the commonly observe form the region .","ancient greece, archaeological survey, archaeology, classical studies, cypriot fineware, fineware, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey"
876,"supplementary materials a publication entitle “ assessment ctcf bind sit repeat-positions upstream the human h19 gene “ bina , m. january 2018 , biorxiv doi : 10.1101/250407","binding sites, chemistry, chromatin boundaries, cohesin, ctcf, gene regulation, genomic imprinting, genomics, h19, human genome, igf2, rad21, smc3"
877,"dataset contain image descriptions cookware form rough cilicia survey pottery study collection , collection more 300 useful diagnostic sherds the commonly observe form the region .","ancient greece, archaeological survey, archaeology, classical studies, cookware, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey"
878,"dataset contain image descriptions commonware form rough cilicia survey pottery study collection , collection more 300 useful diagnostic sherds the commonly observe form the region .","ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsap, rcsp, rough cilicia, rough cilicia survey project, turkey"
879,"video document demolition purdue ’ engineer administration build ( enad ) the old heat power plant north ( hpn ) build , the construction the new wilmeth active learn center .","active learning center construction, civil engineering, time-lapse, walc, wilmeth active learning center"
880,"video document demolition purdue ’ engineer administration build ( enad ) the old heat power plant north ( hpn ) build , the construction the new wilmeth active learn center .","active learning center construction, civil engineering, time-lapse, walc, wilmeth active learning center"
881,video document demolition reconstruction state street the heart purdue university campus 2017 .,"civil engineering, purdue state street, restate street, state street construction, state street reconstruction, state street time-lapse, state street west lafayette"
882,simulation data pore-scale statistics flow transport porous media,"dns, fluid mechanics, mechanical engineering, pore-scale, porous media, sandstone"
883,"lecture give french philosopher gilles deleuze the university paris 8 , 22 october 1985. be lecture 1 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, archive, asylums, audio recording, deleuze recordings, deleuze seminars, gilles deleuze, grammar, historical formations, hospitals, jeremy bentham, linguistics, maurice blanchot, michel foucault, panopticon, philosophy, philosophy and literature, prisons, raymond roussel, theory of knowledge"
884,"video document construction replacement a bridge i-70 westbound state road 121 richmond , indiana . new bridge temporarily construct median slide place follow the demolition the old bridge .","civil engineering, construction time-lapse, i-70 bridge slide, slide-in-bridge construction"
885,"datasets this series contain image descriptions fragment pottery the rough cilicia survey pottery study collection , collection more 300 useful diagnostic sherds the commonly observe form the region .","ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey"
886,code the basic 4-state competitive bind model build previous work incorporate additional competitor calmodulin along a number downstream proteins . also include sample code global sensitivity analysis ...,"biomedical engineering, calmodulin, neuroscience"
887,code the basic 4-state competitive bind model build previous work incorporate additional competitor calmodulin along a number downstream proteins . also include sample code global sensitivity analysis ...,"biomedical engineering, calmodulin, neuroscience"
888,"dataset contain videos visual presentations some the store fragment the rough cilicia survey project ceramics study collection , collection more 300 useful diagnostic sherds the commonly observe form the ...","ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey"
889,"lecture give french philosopher gilles deleuze the university paris 8 , 05 november 1985. be lecture 3 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, archaeology, audio recording, deleuze recordings, deleuze seminars, desire, gabriel tarde, gilles deleuze, leonard bloomfield, linguistics, maurice blanchot, michel foucault, microsociology, paint, phenomenology, philosophy, philosophy and literature, philosophy of power, psychiatry, raymond roussel, representation, richard von krafft-ebing, sociology, stéphane mallarmé, theory of knowledge, zellig harris"
890,"lecture give french philosopher gilles deleuze the university paris 8 , 12 november 1985. be lecture 4 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, audio recording, deleuze recordings, deleuze seminars, diego velázquez, émile benveniste, gilles deleuze, johann wolfgang von goethe, light, linguistics, michel foucault, philosophy, philosophy of power, resistance movements, richard von krafft-ebing, robert delaunay, sexuality, the birth of the clinic, william faulkner, william labov"
891,"lecture give french philosopher gilles deleuze the university paris 8 , 19 november 1985. be lecture 5 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, archive, audio recording, blaise pascal, deleuze recordings, deleuze seminars, finitude, gilles deleuze, g.w. leibniz, immanuel kant, infinity, jean-paul sartre, light, linguistics, maurice blanchot, michel foucault, paint, philosophy, rené magritte, samuel beckett, the archaeology of knowledge"
892,"lecture give french philosopher gilles deleuze the university paris 8 , 26 november 1985. be lecture 6 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, audio recording, cinema, cogito, death, deleuze recordings, deleuze seminars, delinquency, gilles deleuze, hans-jürgen syberberg, immanuel kant, jean-marie straub, marguerite duras, marie françois xavier bichat, maurice blanchot, michel foucault, philosophy, philosophy and literature, prisons, raymond roussel, rené descartes, theory of knowledge"
893,"lecture give french philosopher gilles deleuze the university paris 8 , 10 december 1985. be lecture 7 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, audio recording, baruch spinoza, deleuze recordings, deleuze seminars, gilles deleuze, henri bergson, historical formations, immanuel kant, intentionality, jorge luis borges, michel foucault, monism, paul klee, paul virilio, phenomenology, philosophy, philosophy and literature, philosophy of power, plato, raymond roussel, rené allio, rené descartes, rené magritte, the archaeology of knowledge, theory of knowledge"
894,"publication contain ingredient list phe : protein ratios 20 commercial foods , along assumptions make test propose mathematical process estimate phenylalanine commercial foods .","amino acid, electrical and computer engineering, food science, nutrients, phenylalanine, phenylketonuria, pku, protein"
895,"lecture give french philosopher gilles deleuze the university paris 8 , 17 december 1985. be lecture 8 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, audio recording, chance, deleuze recordings, deleuze seminars, diego velázquez, fernand braudel, friedrich nietzsche, gilles deleuze, knowledge-power, light, markov chains, mathematics, maurice blanchot, michel foucault, philosophy, philosophy of power, philosophy of the event, raymond roussel, singularities, stéphane mallarmé, subjectivity"
896,"lecture give french philosopher gilles deleuze the university paris 8 , 14 january 1986. be lecture 10 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, affect, arthur schopenhauer, atomism, audio recording, deleuze recordings, deleuze seminars, disciplinary societies, french revolution, friedrich nietzsche, gilles deleuze, greek philosophy, herman melville, ideology, illegality, jurisprudence, law, michel foucault, microphysics of power, modality, multiplicity, philosophy, philosophy and literature, philosophy of force, philosophy of power, state apparatus, the diagram, theory of knowledge, violence"
897,"lecture give french philosopher gilles deleuze the university paris 8 , 29 october 1985. be lecture 2 a 25-lecture seminar deleuze teach october 1985 may 1986 .","20th century french philosophy, archaeology, archive, audio recording, death penalty, deleuze recordings, deleuze seminars, epistemology, gilles deleuze, herman melville, historical formations, holocaust, medicine, michel foucault, phenomenology, philippe pinel, philosophy, philosophy and literature, prisons, theory of knowledge"
